v1,v2,v3,v4,v5
spam,Phony �350 award - Todays Voda numbers ending XXXX are selected to receive a �350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Premio Phony 350 - Hoy en día los números Voda que terminan en XXXX son seleccionados para recibir un premio 350.,,
ham,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx","¡Lo hicimos! Eta en taunton es 12:30 como planeado, espero que todavía sea okday?!",,
ham,I'm hungry buy smth home...,Estoy hambriento de comprar smth casa...,,
ham,\HEY KATE,Hola Kate,,
ham,My drive can only be read. I need to write,Mi disco sólo se puede leer.Tengo que escribir,,
ham,"Just looked it up and addie goes back Monday, sucks to be her","Sólo lo miró y addie vuelve el lunes, sucks para ser ella",,
ham,Happy new year. Hope you are having a good semester,Feliz año nuevo.Espero que tengas un buen semestre,,
ham,Esplanade lor. Where else...,Esplanade lor. dónde más...,,
ham,Can you talk with me..,¿Puedes hablar conmigo...,,
ham,"Hmph. Go head, big baller.","Hmph Go Head, el gran bailarín.",,
ham,Well its not like you actually called someone a punto. That woulda been worse.,"Bueno, no es como si usted realmente llamara a alguien un punto.",,
ham,"Nope. Since ayo travelled, he has forgotten his guy","Desde que ayo viajó, ha olvidado a su hombre",,
ham,You still around? Looking to pick up later,¿Todavía estás cerca? buscando para recoger más tarde,,
spam,CDs 4u: Congratulations ur awarded �500 of CD gift vouchers or �125 gift guaranteed & Freeentry 2 �100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u: Felicitaciones ur otorgado 500 de bonos regalo CD o 125 regalo garantizado & entrada libre 2 1,,
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,Hay alguien aquí que tiene un año &lt;#&gt; toyota camry como el propio de Mr. olayiwola.,,
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,¡Adivina en qué pub estoy?Estoy tan feliz como un cerdo en un cerdo o lo que sea el dicho!,,
ham,ILL B DOWN SOON,ILL B DOWN pronto,,
ham,Oh k. . I will come tomorrow,K. Mañana voy a venir,,
ham,Go fool dont cheat others ok,Go Fool Don't Cheat Otros,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar","My mobile number.pls sms ur mail id.convey regards a achan,amma.Rakhesh.Qatar",,
ham,"By the way, 'rencontre' is to meet again. Mountains dont....","Por cierto,'rencontrar' es volver a encontrarse.",,
spam,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,Usted tiene WON una garantía de 1000 en efectivo o un premio de 2000 para reclamar el premio yr llame a nuestro servicio al cliente r,,
ham,U attend ur driving lesson how many times a wk n which day?,¿Cuántas veces asiste a una lección de conducción por día?,,
ham,"Uncle G, just checking up on you. Do have a rewarding month","Uncle G, sólo revisando en usted. ¿Tiene un mes de recompensa",,
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Hello boytoy!Geeee... te estoy perdiendo hoy. me gusta enviarle un tm y recordarle que estoy pensando,,
ham,I think the other two still need to get cash but we can def be ready by 9,"Creo que los otros dos todavía necesitan obtener dinero, pero podemos estar listos para 9",,
ham,Hey gals...U all wanna meet 4 dinner at n��te? ,Hey gals... ¿Ustedes todos quieren reunirse 4 cena en n té?,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Estimado 0776xxxxxxx Usted ha sido invitado a XCHAT. ¡Este es nuestro último intento de contactar con usted!,,
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,¿Qué estás haciendo? ¿Dónde estás? ¿Con quién estás hablando? ¿Pensas en mí?,,
ham,Great! How is the office today?,¿Cómo es la oficina hoy?,,
ham,"It's cool, we can last a little while. Getting more any time soon?","Es cool, podemos durar un poco. obtendremos más en cualquier momento pronto?",,
ham,:-( sad puppy noise,El ruido del cachorro triste,,
ham,Yes its possible but dint try. Pls dont tell to any one k,Sí es posible pero int int int try. pls no diga a cualquier uno k,,
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,De todos modos holla en mí cada vez que estás alrededor porque necesito una excusa para ir creep en la gente en sarasota,,
ham,Where you. What happen,¿Dónde estás? ¿Qué pasa,,
ham,I was gonna ask you lol but i think its at 7,"Yo iba a preguntarle divertido, pero creo que es a las 7",,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,El saldo en efectivo de Ur es actualmente de 500 libras - para maximizar el dinero en efectivo de Ur ahora envíe GO a 86688 sólo 150p / meg.,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,PRIVADO! Su declaración de cuenta de 2003 para mostrar 800 puntos S.I.M. no rescatados. llamar 08715203685,,
ham,Go chase after her and run her over while she's crossing the street,Ir a perseguirla y correr por ella mientras ella está cruzando la calle,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Me llamo 09094646631 sólo 60p/min. Para detener los textos c,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,¿Está llegando el viernes es vacaciones para pongal?¿tiene alguna noticia de su lugar de trabajo.,,
ham,Hey... Very inconvenient for your sis a not huh?,Muy incómodo para tu sis a no huh?,,
ham,Ok i vl..do u know i got adsense approved..,"Hola, ya sabes que he recibido la aprobación de Adsense.",,
ham,"* Was really good to see you the other day dudette, been missing you!","¡Fue muy bueno verte el otro día, dudette, te estaba echando de menos!",,
ham,I want to go to perumbavoor,Quiero ir a Perumbavoor,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,Cuántas veces he dicho en el escenario que todos usan para reírse.,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,"No lo creerás, pero es verdad. ¡Es increíble Txts! Responda a G ahora para aprender cosas verdaderamente increíbles",,
ham,(You didn't hear it from me),(No lo has oído de mí),,
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Gracias por estar ahí para hablar conmigo el sábado.Eres muy querido para mí.,,
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,Pls aclarar de nuevo si un billete de retorno abierto que tengo puede ser preponderado para que vuelva a Kerala.,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie (20/F) te invita a ser su amiga. Responder Sí-165 o NO-165 Verla: www.SMS.ac/u/natal,,
ham,She ran off with a younger man. we will make pretty babies together :),Ella se fue con un hombre más joven. vamos a hacer hermosos bebés juntos :),,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,Jamster! Para obtener tu texto de fondo GRATUITO HEART a 88888 ahora! T&C se aplica. 16 sólo. ¿Necesita ayuda? llamar 087,,
ham,O ic lol. Should play 9 doors sometime yo,Debería jugar 9 puertas alguna vez yo,,
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","Dunno, mi papá dijo que viene a casa 2 nos trae 4 almuerzo. Yup i go w u lor.",,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","Hemos enviado JD para el servicio al cliente cum Cuentas Ejecutivo a ur mail id, Para más detalles contacta con nosotros",,
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Desires- u ir al doctor 4 hígado. Y obtener un poco elegante. Get ur cabello managed.,,
ham,Hmmm.still we dont have opener?,"Hmmm, ¿todavía no tenemos abriendo?",,
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,"Sí, así que básicamente en cualquier momento de la próxima semana puedes alejarte de tu mamá y levantarte antes de 3",,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",Edison dijo: “Un tonto puede hacer más preguntas que un sabio puede responder”.,GE,"GNT:-)"""
ham,I will vote for wherever my heart guides me,Votaré dondequiera que mi corazón me guíe,,
ham,With my sis lor... We juz watched italian job.,Con mi sis lor... We juz viendo el trabajo italiano.,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...","Tick, tick, tick... ¿Dónde estás? yo podría morir de la soledad que sabes!",,
ham,Lmao you know me so well...,Lmao tú me conoces tan bien...,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Mins & Double Txt & 1/2 precio Linerental en los teléfonos móviles Orange Bluetooth más recientes. Llame a MobileUpd8 para las últimas ofertas. 08000839402 o call2optout/LF56,,
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,Estoy en un tren de regreso de northampton así que tengo miedo de no! estoy quedando escapando hoy ho ho!,,
ham,Goodnight da thangam I really miss u dear.,"Buenas noches, te he echado de menos, cariño.",,
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,Hey next sun 1030 hay un curso básico de yoga... en bugis... Podemos ir por eso... Pilates intro nex,,
ham,"Geeeee ... Your internet is really bad today, eh ?","Geeeee... Tu internet es realmente malo hoy en día, ¿verdad?",,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,Teléfonos de cámaras de vídeo gratis con alquiler de línea Half Price para 12 mths y 500 cross ntwk mins 100 txts.,,
ham,I think i am disturbing her da,Creo que la estoy molestando,,
ham,"Sorry, I'll call you  later. I am in meeting sir.","Perdón, te llamaré más tarde.Estoy en la reunión señor.",,
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,Estoy atrapado en el horno en el coche de mi papá. —Vamos a cenar ahora. —U leh? —¿Están libres esta noche?,,
ham,Ok i also wan 2 watch e 9 pm show...,Ok i wan 2 watch y 9 pm show...,,
ham,I dunno lei... Like dun haf...,I dunno lei... como dun haf...,,
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,Pero tu hermano solo ha transferido &lt;#&gt; + &lt;#&gt;.,,
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,Te llamo más tarde. Servicio de la tarde en palabras mtnl tiene problemas en el sur de Mumbai. puedo oírte pero yo,,
spam,83039 62735=�450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735= 450 UK Break AccomodationSe aplican los términos y condiciones del Voucher.,,
ham,Talk to g and x about that,Habla con G y X sobre eso,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),Hola queridos amigos... Este es mi nuevo &amp; número actual..:) Por Rajitha Raj (Ranju),,
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfie Niños de Luna en necesidad canción en ur mob. Tell ur m8s. Txt Tone caridad a 8007 para Nokias,,
ham,As in different styles?,Como en diferentes estilos.,,
spam,WIN a �200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 �1.50perweeksub.,GANAR 200 Spree de compras cada semana a partir de ahora. 2 reproducir texto STORE a 88039. SkilGme. TsCs08714740,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,¡Buenos sueños! 8¡Buenos sueños! 8¡Buenos sueños!,,
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Quiero enviar &lt;#&gt; mensajes hoy.,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921","Este es el segundo intento de contratar U, usted ha ganado esta semana el premio más alto de 1000 en efectivo o 20",,
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol","Bueno, me alegro de que no lo hayas encontrado totalmente desagradable... lol",,
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.","Guía, no me flashes ahora. Si vas a llamarme, llámame.",,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,¿Quieres un nuevo teléfono de color Nokia 3510i entregado mañana? con 300 minutos gratis a cualquier móvil +,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Mark trabaja mañana. Él sale a las cinco. Su trabajo está cerca de su casa para que pueda encontrarse con usted después.,,
ham,\Keep ur problems in ur heart,Mantienen los problemas en el corazón,,
ham,"Yeah, give me a call if you've got a minute","Sí, llámame si tienes un minuto",,
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS �� FUCKINNICE!SELFISH,¿Quién se ha despertado?Just Found Out Via Aletter Thatmum Gotmarried 4thNOV.Behind OURBACKS,"I��L CALL U\""""",
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),Increíble : Si reorganiza estas letras da el mismo significado... Dormitorio = Habitación sucia Astrono,,
ham,Aiya we discuss later lar... Pick �_ up at 4 is it?,Ayya discutiremos más tarde lar... Pick _ up a las 4 es?,,
ham,Hey happy birthday...,Feliz cumpleaños...,,
ham,Sorry i missed your call. Can you please call back.,"Perdón por haber perdido tu llamada, por favor, llame de nuevo.",,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,Omg si no es una cosa es otra. mi gato tiene gusanos :/ ¿cuándo acaba este mal día?,,
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","Buenas tardes, yo que tengo fiebre y disentería no voy a poder ir a la oficina hoy.",,
ham,I wont do anything de.,Yo quiero hacer cualquier cosa.,,
ham,What type of stuff do you sing?,¿Qué tipo de cosas cantas?,,
ham,"St andre, virgil's cream","San Andrés, crema de Virgilio",,
ham,No no. I will check all rooms befor activities,No no. Revisaré todas las habitaciones antes de las actividades,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","Mi fri ah... Okie lor,goin 4 mi drivin den go shoppin after tt...",,
ham,Gokila is talking with you aha:),Gokila está hablando contigo aha :),,
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.","Hola Shanil,Rakhesh aquí.gracias,he cambiado el material de diamante no cortado.leaving de vuelta.Excelente servicio",,
ham,K.k.this month kotees birthday know?,K.K. este mes kotees cumpleaños sabe?,,
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,Pero realmente estoy realmente roto oh. Ninguna cantidad es demasiado pequeña incluso &lt;#&gt;,,
ham,Sorry about that this is my mates phone and i didnt write it love Kate,Perdón por que este es mi teléfono de pareja y no lo escribo amor Kate,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!","TheMob>Hit el enlace para obtener un juego Premium Pink Panther, el nuevo número 1 de Sugababes, un loco Zebra",,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.","Ah, bueno, eso confunde las cosas, ¿no es así? pensé que eran amigos con ahora.",,
ham,"Aight, call me once you're close","Ocho, llámame cuando estés cerca",,
ham,Nope thats fine. I might have a nap tho! ,"Bueno, eso es bueno.¡Puede que tenga una sola noche!",,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,Este msg es para su orden de contenido móvil Se ha resentido como intento anterior fallado debido a netwo,,
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,En otras noticias después de molestarme para conseguirle hierba durante una semana otros no tienen dinero.,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""","Un chico amaba a un gal. Él propsd bt ella no pensó. Él gv lv lttrs, Bt sus frnds tiró thm. Otra vez d chico decidió 2 aproach d gal, dt tiempo un camión estaba acelerando hacia d gal. Wn era alrededor de 2 golpe d chica,d chico corrió como el infierno no la salvó. Ella preguntó 'hw cn u correr tan rápido?' D chico respondió \Boost es d secret de mi energía\"" n instantáneamente d chica gritó \""nuestra energía\"" n Tu vivía felizmente 2gthr beber impulso evrydy moral de d historia:- I hv free msgs:D; gud ni8""",,
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Me gustaría comprar un coche BMW urgentemente..its vry urgent.but hv una carencia de &lt;#&gt; Lacs.there es ninguna fuente para arng dis amt. &lt;#&gt; lacs..thats mi prob,,
ham,Ding me on ya break fassyole! Blacko from londn,Ding me on ya break fassyole! Blacko de Londres,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,Realmente necesito 2 besos U me falta mi bebé de UR BABY 4EVA,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL","El signo de la madurez no es cuando empezamos a decir cosas grandes, sino en realidad es cuando empezamos a morir.",,
ham,Oh you got many responsibilities.,Usted tiene muchas responsabilidades.,,
spam,You have 1 new message. Please call 08715205273,Usted tiene 1 nuevo mensaje. Por favor llame 08715205273,,
ham,I've reached sch already...,Ya he llegado a Sch...,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,¡Sólo en diciembre! ¿Tienes tu móvil 11mths+? ¿Tienes derecho a actualizar a la última cámara de color móvil,,
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,U definitivamente necesita un módulo de e humanidades dis sem izzit? U wan 2 tomar otros módulos 1st?,,
ham,Argh why the fuck is nobody in town ;_;,Argh por qué no hay nadie en la ciudad ;_;,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Obtener 3 Lions Inglaterra tono, responder lionm 4 mono o lionp 4 poly. 4 más ir 2 www.ringtones.co.uk, el o",,
ham,Thanks. Fills me with complete calm and reassurance! ,¡Gracias por llenarme de calma y tranquilidad!,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,Aslamalaikkum...insha Allah tohar beeen muht albi mufti mahfuuz...,,
ham,Are you driving or training?,¿Conducir o entrenar?,,
ham,Lol for real. She told my dad I have cancer,Ella dijo a mi papá que tengo cáncer,,
spam,PRIVATE! Your 2003 Account Statement for 078,PRIVADO! tu declaración de cuenta de 2003 para 078,,
ham,"Oops I did have it,  &lt;#&gt; ?","Oops yo lo hice, &lt;#&gt;",,
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""","""¿No se puede ir de autobús a casa a las 6?"".",,
ham,"Hi Chikku, send some nice msgs","Hola Chiku, envíe unos buenos msgs",,
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary","Es imposible discutir con él y siempre me trata como a su subordinado, como si nunca me hubiera liberado.",,
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","Después de mi trabajo ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no hay otro lugar para ir",,
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","A los maravillosos Okors, tenga un gran mes. Os apreciamos y os deseamos bien cada día. MojiBiol",,
ham,Cuz ibored. And don wanna study,Cuz ibored. y no quiere estudiar.,,
ham,Wot about on wed nite I am 3 then but only til 9!,"¡Tengo 3 años de edad, pero solo hasta 9!",,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","Rosa para rojo, rojo para sangre, sangre para corazón, corazón para u. Pero u para mí... Enviar tis a todos los amigos... Incluso a mí... Si u me gusta... Si u vuelve, 1-u r pobre en relación! 2-u necesita algo 1 para apoyar 3-u r frnd 2 muchos 4-some1 luvs u 5+- some1 está orando a Dios para casarse u.:-) intentarlo....",,
ham,Any way where are you and what doing.,No importa dónde estés y qué haces.,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,Eso sucks. voy a ir sobre para que u pueda hacer mi cabello. ¿lo hará gratis?,,
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,todavía no está funcionando. Y esta vez también he intentado agregar cero. Eso fue el ahorro.,,
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","Hmm... Dunno leh, mayb a bag 4 goigng out dat no es demasiado pequeño.",,
ham,Sday only joined.so training we started today:),Sday sólo se unió. por lo que el entrenamiento comenzamos hoy :),,
ham,Sorry * was at the grocers.,Perdón * estaba en los comedores.,,
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,¿Hay algunos buenos pubs cerca de aquí o hay Frankie n Bennys cerca del cine de advertencia?,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",Usted WON! Su 4* Costa Del Sol vacaciones o 5000 espera colección. llamar 09050090044 Ahora aClaim. S,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,Yup... he estado allí antes... ¿Quieres ir al yoga? puedo llamar al libro,,
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,Ayer tuve un sueño que tuve dos niños y dos chicos.,,
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,"Sí, me imagino que sería realmente suave. a diferencia de los otros doces que tratan a sus pacientes como la tortuga",,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,GRATUITO para la 1a semana! No1 Nokia tono 4 ur móvil cada semana sólo txt NOKIA a 8077 Get txting y tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,Sólo reza por más buenas ideas y cualquier cosa que veo que pueda ayudar.,,
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb amor Kate,,
ham,I'm in office now da:)where are you?,Estoy en la oficina ahora :) ¿Dónde estás?,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,Aiyar u tan pobre cosa... le doy mi apoyo k... Jia usted!,,
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,"¡Oh, sin intención, no mal tiempo. Excelente. dedos los trenes juegan a lo largo! dará una advertencia de quince minutos",,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Haz tu jardín listo para el verano con una selección GRATUITA de bombillas de verano y semillas que valen sólo 33:50,,
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),K.. entonces ven siempre que te guste venir y también tel vikky para venir al obtener tiempo libre.. :-),,
ham,Pls call me da. What happen.,"Pls llámame por favor, ¿qué pasa?",,
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)","Feliz Año Nuevo a tu familia...Que este Año Nuevo traiga felicidad, estabilidad y tranquilidad a tu familia.",,
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,"No hay problema con la renovación. Lo haré de inmediato, pero no conozco sus detalles.",,
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Idk. Estoy sentado aquí en una parada y la tienda de aparcamiento en este momento borrando mis ojos porque me siento li,,
ham,Haven't left yet so probably gonna be here til dinner,"No ha salido todavía, así que probablemente voy a estar aquí para cenar",,
ham,"Like  &lt;#&gt; , same question","Como &lt;#&gt;, la misma pregunta",,
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Mi novia fue a una fiesta con mi novio.¿Quién es eso?,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.","Señor, necesito la fecha de nacimiento del señor Velusamy y los detalles de las instalaciones bancarias de la compañía.",,
ham,K k:) sms chat with me.,K K:) SMS chat conmigo.,,
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,"Por favor, espere hasta las 6 p.m. se dirigirá directamente al médico.",,
ham,No but the bluray player can,"No, pero el jugador de Blu-ray puede",,
ham,Ok... Then r we meeting later?,"Entonces, ¿R nos encontraremos más tarde?",,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,Lol no. Sólo necesito dinero en mis nitros. Vaya rápido antes de que me colapse!,,
ham,Just send a text. We'll skype later.,"Envía un mensaje, te lo contamos por skype más adelante.",,
ham,Ok leave no need to ask,Deja sin necesidad de preguntar,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Congrats 2 móviles 3G Videófonos R tuyo. llamar 09063458130 ahora! videochat wid ur parejas, jugar java juegos, Dload polypH música, noline rentl. bx420. ip4. 5we. 150p",,
ham,�� still got lessons?  �� in sch?,¿Tienes lecciones? ¿Tienes lecciones?,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,Y ella no cree le? yo le dije que ya es verdad. yo creo que ella nos cree entonces ella cree.,,
ham,Oh did you charge camera,¿Has cargado la cámara?,,
ham,"I���ve got some salt, you can rub it in my open wounds if you like!","¡Tengo un poco de sal, puedes frotarla en mis heridas abiertas si te gusta!",,
ham,Now i'm going for lunch.,Ahora voy a almorzar.,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,Estoy en la escuela ahora n I'll be en da laboratorio haciendo algunas cosas darme una llamada cuando _ r hecho.,,
ham,Oh k. . I will come tomorrow,K. Mañana voy a venir,,
ham,"Aight, text me tonight and we'll see what's up","Ocho, envíame un mensaje esta noche y veremos lo que pasa",,
ham,U 2.,En el 2.,,
